用户：fengfeixue0219:回答问题(28-05-13),SpanFromLeft
总回答数：1680； 总支持数：6648； 总反对数：117；平均支持数3.95714；,SpanFromLeft
Answer ID,Post Date,Vote-up,Vote-down,Title
420589,2012-12-30,125,0,Hyperlink["为什么我们打开电脑的第一时间就是登录QQ，但是我们却不允许它开机启动？", "http://www.guokr.com/answer/420589/redirect/"]
464869,2013-04-03,109,1,Hyperlink["为什么检测出H7N9要20天，证明它与黄浦江死猪无关却只用1天？", "http://www.guokr.com/answer/464869/redirect/"]
217807,2012-06-08,87,1,Hyperlink["磁铁有辐射么?", "http://www.guokr.com/answer/217807/redirect/"]
486395,2013-05-13,73,0,Hyperlink["细菌有可能被挤死/压死吗?", "http://www.guokr.com/answer/486395/redirect/"]
182053,2012-05-11,66,1,Hyperlink["顶花带刺的小黄瓜的刺是干什么的？", "http://www.guokr.com/answer/182053/redirect/"]
457580,2013-03-17,61,0,Hyperlink["金针菇买回来之后还会生长是怎么回事？这和加了激素有关系吗？", "http://www.guokr.com/answer/457580/redirect/"]
232733,2012-06-17,58,0,Hyperlink["真能拍出这样的图吗？", "http://www.guokr.com/answer/232733/redirect/"]
350628,2012-09-29,57,2,Hyperlink["进化论果真被推翻了吗？分子生物科学，寒武纪，相对论···人果真是猴子变得吗？？", "http://www.guokr.com/answer/350628/redirect/"]
290130,2012-07-24,56,1,Hyperlink["为什么火焰总是向上燃烧的？", "http://www.guokr.com/answer/290130/redirect/"]
128782,2012-03-27,51,1,Hyperlink["火龙果是仙人掌的果实？", "http://www.guokr.com/answer/128782/redirect/"]
104630,2012-03-02,50,0,Hyperlink["达尔文的进化论是否靠谱？", "http://www.guokr.com/answer/104630/redirect/"]
119966,2012-03-17,48,1,Hyperlink["冰糖、白糖、红糖有什么区别吗？", "http://www.guokr.com/answer/119966/redirect/"]
166581,2012-04-28,48,3,Hyperlink["瓜子仁是怎么弄出来的？是人剥出来的还是机器剥出来的？", "http://www.guokr.com/answer/166581/redirect/"]
463688,2013-04-01,45,0,Hyperlink["质粒是否可能是（或只能是）莫比乌斯环？。", "http://www.guokr.com/answer/463688/redirect/"]
468847,2013-04-11,45,2,Hyperlink["为什么这个图从哪个角度看枪口都朝向看的人？", "http://www.guokr.com/answer/468847/redirect/"]
487279,2013-05-15,44,0,Hyperlink["为什么本来熬得很稠的粥，盛出来以后搅着搅着有变稀变水了呢？", "http://www.guokr.com/answer/487279/redirect/"]
302315,2012-08-04,42,1,Hyperlink["为什么通过小孔、小洞、小缝隙这些看物体会更加清晰呢？      （我是近视眼）", "http://www.guokr.com/answer/302315/redirect/"]
